pokedex_id;variant;name;hp;attack;defense;sp_attack;sp_defense;speed;abilities;taken_normal;taken_fire;taken_water;taken_electric;taken_grass;taken_ice;taken_fight;taken_poison;taken_ground;taken_flying;taken_psychic;taken_bug;taken_rock;taken_ghost;taken_dragon;taken_dark;taken_steel;taken_fairy;classification;type1;type2;height_m;weight_kg;percentage_male;is_legendary;generation;catch_rate;moves
179;;Mareep;55;40;40;65;45;35;['Static', 'Plus'];1;1;1;0.5;1;1;1;1;2;0.5;1;1;1;1;1;1;0.5;1;Wool Pokemon;electric;;0.6;7.8;50;0;2;235;['Thunder', 'Signal Beam', 'Power Gem', 'Thunder Shock', 'Electro Ball', 'Discharge', 'Tackle', 'Take Down']
180;;Flaaffy;70;55;55;80;60;45;['Static', 'Plus'];1;1;1;0.5;1;1;1;1;2;0.5;1;1;1;1;1;1;0.5;1;Wool Pokemon;electric;;0.8;13.3;50;0;2;180;['Thunder', 'Signal Beam', 'Power Gem', 'Thunder Shock', 'Electro Ball', 'Discharge', 'Tackle', 'Take Down']
181;;Ampharos;90;75;85;115;90;55;['Static', 'Plus'];1;1;1;0.5;1;1;1;1;2;0.5;1;1;1;1;1;1;0.5;1;Light Pokemon;electric;;1.4;61.5;50;0;2;75;['Fire Punch', 'Dragon Pulse', 'Thunder', 'Signal Beam', 'Power Gem', 'Zap Cannon', 'Thunder Shock', 'Electro Ball', 'Discharge', 'Tackle', 'Take Down', 'Thunder Punch']
181;mega;Ampharos;90;95;105;165;110;45;['Mold Breaker'];1;0.5;0.5;0.25;0.5;2;1;1;2;0.5;1;1;1;1;2;1;0.5;2;Light Pokemon;electric;dragon;1.4;61.5;50;0;6;40;['Fire Punch', 'Dragon Pulse', 'Thunder', 'Signal Beam', 'Power Gem', 'Zap Cannon', 'Thunder Shock', 'Electro Ball', 'Discharge', 'Tackle', 'Take Down', 'Thunder Punch']
182;;Bellossom;75;80;95;90;100;50;['Chlorophyll', 'Healer'];1;2;0.5;0.5;0.5;2;1;2;0.5;2;1;2;1;1;1;1;1;1;Flower Pokemon;grass;;0.4;5.8;50;0;2;100;['Magical Leaf', 'Absorb', 'Petal Dance', 'Giga Drain', 'Mega Drain', 'Leaf Storm', 'Acid', 'Natural Gift', 'Petal Blizzard', 'Moonblast', 'Leaf Blade']
183;;Marill;70;20;50;20;50;40;['Thick Fat', 'Huge Power', 'Sap Sipper'];1;0.5;0.5;2;2;0.5;0.5;2;1;1;1;0.5;1;1;0;0.5;1;1;Aquamouse Pokemon;water;fairy;0.4;8.5;50;0;2;245;['Hydro Pump', 'Aqua Tail', 'Bubble', 'Bounce', 'Double-Edge', 'Slam', 'Superpower', 'Tackle', 'Play Rough', 'Uproar', 'Water Gun', 'Bubble Beam', 'Rollout']
184;;Azumarill;100;50;80;60;80;50;['Thick Fat', 'Huge Power', 'Sap Sipper'];1;0.5;0.5;2;2;0.5;0.5;2;1;1;1;0.5;1;1;0;0.5;1;1;Aquarabbit Pokemon;water;fairy;0.8;28.5;50;0;2;155;['Hydro Pump', 'Aqua Tail', 'Bubble', 'Bounce', 'Double-Edge', 'Slam', 'Superpower', 'Tackle', 'Play Rough', 'Water Gun', 'Bubble Beam', 'Rollout']
185;;Sudowoodo;70;100;115;30;65;30;['Sturdy', 'Rock Head', 'Rattled'];0.5;0.5;2;1;2;1;2;0.5;2;0.5;1;1;1;1;1;1;2;1;Imitation Pokemon;rock;;1.2;38;50;0;2;160;['Feint Attack', 'Head Smash', 'Wood Hammer', 'Counter', 'Rock Slide', 'Slam', 'Double-Edge', 'Sucker Punch', 'Rock Tomb', 'Uproar', 'Low Kick', 'Stone Edge', 'Rock Throw', 'Flail', 'Hammer Arm']
186;;Politoed;90;75;75;90;100;70;['Water Absorb', 'Damp', 'Drizzle'];1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1;Frog Pokemon;water;;1.1;33.9;50;0;2;85;['Hydro Pump', 'Bubble', 'Bounce', 'Double Slap', 'Body Slam', 'Wake-up Slap', 'Mud Shot', 'Water Gun', 'Bubble Beam', 'Mud Bomb', 'Hyper Voice']
187;;Hoppip;35;35;40;35;55;50;['Chlorophyll', 'Leaf Guard', 'Infiltrator'];1;2;0.5;1;0.25;4;0.5;2;0;2;1;1;2;1;1;1;1;1;Cottonweed Pokemon;grass;flying;0.4;0.5;50;0;2;245;['Absorb', 'Fairy Wind', 'Bounce', 'U-turn', 'Bullet Seed', 'Mega Drain', 'Tackle', 'Acrobatics', 'Giga Drain']
188;;Skiploom;55;45;50;45;65;80;['Chlorophyll', 'Leaf Guard', 'Infiltrator'];1;2;0.5;1;0.25;4;0.5;2;0;2;1;1;2;1;1;1;1;1;Cottonweed Pokemon;grass;flying;0.6;1;50;0;2;190;['Absorb', 'Fairy Wind', 'Bounce', 'U-turn', 'Bullet Seed', 'Mega Drain', 'Tackle', 'Acrobatics', 'Giga Drain']
189;;Jumpluff;75;55;70;55;95;110;['Chlorophyll', 'Leaf Guard', 'Infiltrator'];1;2;0.5;1;0.25;4;0.5;2;0;2;1;1;2;1;1;1;1;1;Cottonweed Pokemon;grass;flying;0.8;3;50;0;2;130;['Absorb', 'Fairy Wind', 'Bounce', 'U-turn', 'Bullet Seed', 'Mega Drain', 'Tackle', 'Acrobatics', 'Giga Drain']
190;;Aipom;55;70;55;40;55;85;['Run Away', 'Pickup', 'Skill Link'];1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1;Long Tail Pokemon;normal;;0.8;11.5;50;0;2;180;['Astonish', 'Fury Swipes', 'Last Resort', 'Swift', 'Double Hit', 'Scratch', 'Fling']
191;;Sunkern;30;30;30;30;30;30;['Chlorophyll', 'Solar Power', 'Early Bird'];1;2;0.5;0.5;0.5;2;1;2;0.5;2;1;2;1;1;1;1;1;1;Seed Pokemon;grass;;0.3;1.8;50;0;2;255;['Absorb', 'Seed Bomb', 'Endeavor', 'Solar Beam', 'Double-Edge', 'Mega Drain', 'Natural Gift', 'Razor Leaf', 'Giga Drain']
192;;Sunflora;75;75;55;105;85;30;['Chlorophyll', 'Solar Power', 'Early Bird'];1;2;0.5;0.5;0.5;2;1;2;0.5;2;1;2;1;1;1;1;1;1;Sun Pokemon;grass;;0.8;8.5;50;0;2;150;['Absorb', 'Petal Dance', 'Seed Bomb', 'Double-Edge', 'Solar Beam', 'Bullet Seed', 'Mega Drain', 'Endeavor', 'Leaf Storm', 'Natural Gift', 'Razor Leaf', 'Petal Blizzard', 'Giga Drain', 'Pound']
193;;Yanma;65;65;45;75;45;95;['Speed Boost', 'Compoundeyes', 'Frisk'];1;2;1;2;0.25;2;0.25;1;0;2;1;0.5;4;1;1;1;1;1;Clear Wing Pokemon;bug;flying;1.2;38;50;0;2;175;['Wing Attack', 'Sonic Boom', 'Pursuit', 'U-turn', 'Ancient Power', 'Tackle', 'Uproar', 'Quick Attack', 'Air Slash', 'Bug Buzz']
194;;Wooper;55;45;45;25;25;15;['Damp', 'Water Absorb', 'Unaware'];1;0.5;1;0;4;1;1;0.5;1;1;1;1;0.5;1;1;1;0.5;1;Water Fish Pokemon;water;ground;0.4;8.5;50;0;2;255;['Muddy Water', 'Slam', 'Earthquake', 'Mud Shot', 'Water Gun', 'Mud Bomb']
195;;Quagsire;95;85;85;65;65;35;['Damp', 'Water Absorb', 'Unaware'];1;0.5;1;0;4;1;1;0.5;1;1;1;1;0.5;1;1;1;0.5;1;Water Fish Pokemon;water;ground;1.4;75;50;0;2;150;['Muddy Water', 'Slam', 'Earthquake', 'Mud Shot', 'Water Gun', 'Mud Bomb']
196;;Espeon;65;65;60;130;95;110;['Synchronize', 'Magic Bounce'];1;1;1;1;1;1;0.5;1;1;1;0.5;2;1;2;1;2;1;1;Sun Pokemon;psychic;;0.9;26.5;88.1;0;2;65;['Covet', 'Trump Card', 'Take Down', 'Bite', 'Last Resort', 'Tackle', 'Swift', 'Psychic', 'Psybeam', 'Confusion', 'Quick Attack', 'Future Sight', 'Double-edge']
197;;Umbreon;95;65;110;60;130;65;['Synchronize', 'Inner Focus'];1;1;1;1;1;1;2;1;1;1;0;2;1;0.5;1;0.5;1;2;Moonlight Pokemon;dark;;1;27;88.1;0;2;60;['Covet', 'Feint Attack', 'Trump Card', 'Take Down', 'Pursuit', 'Bite', 'Last Resort', 'Tackle', 'Assurance', 'Swift', 'Quick Attack', 'Double-edge']
198;;Murkrow;60;85;42;85;42;91;['Insomnia', 'Super Luck', 'Prankster'];1;1;1;2;0.5;2;1;1;0;1;0;1;2;0.5;1;0.5;1;2;Darkness Pokemon;dark;flying;0.5;2.1;50;0;2;165;['Wing Attack', 'Astonish', 'Feint Attack', 'Pursuit', 'Night Shade', 'Foul Play', 'Assurance', 'Peck', 'Sucker Punch']
199;;Slowking;95;75;80;100;110;30;['Oblivious', 'Own Tempo', 'Regenerator'];1;0.5;0.5;2;2;0.5;0.5;1;1;1;0.5;2;1;2;1;2;0.5;1;Royal Pokemon;water;psychic;2;79.5;50;0;2;100;['Trump Card', 'Power Gem', 'Hidden Power', 'Tackle', 'Water Pulse', 'Headbutt', 'Zen Headbutt', 'Psychic', 'Confusion', 'Water Gun']
200;;Misdreavus;60;60;60;85;85;85;['Levitate'];0;1;1;1;1;1;0;0.5;1;1;1;0.5;1;2;1;2;1;1;Screech Pokemon;ghost;;0.7;1;50;0;2;145;['Payback', 'Astonish', 'Power Gem', 'Shadow Ball', 'Psywave', 'Hex', 'Psybeam']
201;;Unown;48;72;48;72;48;48;['Levitate'];1;1;1;1;1;1;0.5;1;1;1;0.5;2;1;2;1;2;1;1;Symbol Pokemon;psychic;;0.5;5;;0;2;190;['Hidden Power']
202;;Wobbuffet;190;33;58;33;58;33;['Shadow Tag', 'Telepathy'];1;1;1;1;1;1;0.5;1;1;1;0.5;2;1;2;1;2;1;1;Patient Pokemon;psychic;;1.3;28.5;50;0;2;165;['Counter', 'Mirror Coat']
203;;Girafarig;70;80;65;90;65;85;['Inner Focus', 'Early Bird', 'Sap Sipper'];1;1;1;1;1;1;1;1;1;1;0.5;2;1;0;1;2;1;1;Long Neck Pokemon;normal;psychic;1.5;41.5;50;0;2;135;['Astonish', 'Crunch', 'Tackle', 'Assurance', 'Zen Headbutt', 'Psychic', 'Stomp', 'Confusion', 'Psybeam', 'Double Hit']
204;;Pineco;50;65;90;35;35;15;['Sturdy', 'Overcoat'];1;2;1;1;0.5;1;0.5;1;0.5;2;1;1;2;1;1;1;1;1;Bagworm Pokemon;bug;;0.6;7.2;50;0;2;230;['Rapid Spin', 'Payback', 'Gyro Ball', 'Self-Destruct', 'Double-Edge', 'Tackle', 'Bide', 'Natural Gift', 'Explosion', 'Take Down', 'Bug Bite']
205;;Forretress;75;90;140;60;60;40;['Sturdy', 'Overcoat'];0.5;4;1;1;0.25;0.5;1;0;1;1;0.5;0.5;1;1;0.5;1;0.5;0.5;Bagworm Pokemon;bug;steel;1.2;125.8;50;0;2;130;['Rapid Spin', 'Heavy Slam', 'Payback', 'Gyro Ball', 'Self-Destruct', 'Mirror Shot', 'Zap Cannon', 'Double-Edge', 'Tackle', 'Bide', 'Natural Gift', 'Explosion', 'Take Down', 'Bug Bite']
206;;Dunsparce;100;70;70;65;65;45;['Serene Grace', 'Run Away', 'Rattled'];1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1;Land Snake Pokemon;normal;;1.5;14;50;0;2;155;['Rage', 'Pursuit', 'Drill Run', 'Ancient Power', 'Double-Edge', 'Endeavor', 'Body Slam', 'Mud-Slap', 'Dig', 'Take Down', 'Air Slash', 'Flail', 'Dragon Rush', 'Rollout']
207;;Gligar;65;75;105;35;65;85;['Hyper Cutter', 'Sand Veil', 'Immunity'];1;1;2;0;1;4;0.5;0.5;0;1;1;0.5;1;1;1;1;1;1;Flyscorpion Pokemon;ground;flying;1.1;64.8;50;0;2;145;['Feint Attack', 'Guillotine', 'U-turn', 'Knock Off', 'Slash', 'Fury Cutter', 'Acrobatics', 'Quick Attack', 'X-Scissor', 'Poison Sting', 'Sky Uppercut']
208;;Steelix;75;85;200;55;65;30;['Rock Head', 'Sturdy', 'Sheer Force'];0.5;2;2;0;1;1;2;0;2;0.5;0.5;0.5;0.25;1;0.5;1;0.5;0.5;Iron Snake Pokemon;steel;ground;9.2;400;50;0;2;75;['Gyro Ball', 'Iron Tail', 'Ice Fang', 'Smack Down', 'Rock Tomb', 'Double-Edge', 'Rock Slide', 'Dig', 'Thunder Fang', 'Bind', 'Fire Fang', 'Dragon Breath', 'Rock Throw', 'Sand Tomb', 'Rage', 'Slam', 'Crunch', 'Tackle', 'Stone Edge']
208;mega;Steelix;75;125;230;55;95;30;['Sand Force'];0.5;2;2;0;1;1;2;0;2;0.5;0.5;0.5;0.25;1;0.5;1;0.5;0.5;Iron Snake Pokemon;steel;ground;10.5;740;50;0;6;40;['Gyro Ball', 'Iron Tail', 'Ice Fang', 'Smack Down', 'Rock Tomb', 'Double-Edge', 'Rock Slide', 'Dig', 'Thunder Fang', 'Bind', 'Fire Fang', 'Dragon Breath', 'Rock Throw', 'Sand Tomb', 'Rage', 'Slam', 'Crunch', 'Tackle', 'Stone Edge']
209;;Snubbull;60;80;50;40;40;30;['Intimidate', 'Run Away', 'Rattled'];1;1;1;1;1;1;0.5;2;1;1;1;0.5;1;1;0;0.5;2;1;Fairy Pokemon;fairy;;0.6;7.8;24.6;0;2;225;['Payback', 'Ice Fang', 'Rage', 'Crunch', 'Bite', 'Tackle', 'Lick', 'Play Rough', 'Headbutt', 'Thunder Fang', 'Fire Fang']
210;;Granbull;90;120;75;60;60;45;['Intimidate', 'Quick Feet', 'Rattled'];1;1;1;1;1;1;0.5;2;1;1;1;0.5;1;1;0;0.5;2;1;Fairy Pokemon;fairy;;1.4;48.7;24.6;0;2;140;['Payback', 'Ice Fang', 'Rage', 'Crunch', 'Bite', 'Tackle', 'Lick', 'Play Rough', 'Headbutt', 'Thunder Fang', 'Fire Fang', 'Outrage']
211;;Qwilfish;65;95;85;55;55;85;['Poison Point', 'Swift Swim', 'Intimidate'];1;0.5;0.5;2;1;0.5;0.5;0.5;2;1;2;0.5;1;1;1;1;0.5;0.5;Balloon Pokemon;water;poison;0.5;3.9;50;0;2;145;['Hydro Pump', 'Aqua Tail', 'Bubble', 'Take Down', 'Poison Jab', 'Fell Stinger', 'Pin Missile', 'Brine', 'Tackle', 'Spit Up', 'Revenge', 'Water Gun', 'Poison Sting', 'Rollout']
212;;Scizor;70;130;100;55;80;65;['Swarm', 'Technician', 'Light Metal'];0.5;4;1;1;0.25;0.5;1;0;1;1;0.5;0.5;1;1;0.5;1;0.5;0.5;Pincer Pokemon;bug;steel;1.8;118;50;0;2;80;['Bullet Punch', 'Metal Claw', 'Wing Attack', 'Night Slash', 'Iron Head', 'Pursuit', 'Vacuum Wave', 'Slash', 'Fury Cutter', 'Double Hit', 'Air Slash', 'False Swipe', 'Quick Attack', 'X-Scissor', 'Razor Wind', 'Feint']
212;mega;Scizor;70;150;140;65;100;75;['Technician'];0.5;4;1;1;0.25;0.5;1;0;1;1;0.5;0.5;1;1;0.5;1;0.5;0.5;Pincer Pokemon;bug;steel;2;125;50;0;6;40;['Bullet Punch', 'Metal Claw', 'Wing Attack', 'Night Slash', 'Iron Head', 'Pursuit', 'Vacuum Wave', 'Slash', 'Fury Cutter', 'Double Hit', 'Air Slash', 'False Swipe', 'Quick Attack', 'X-Scissor', 'Razor Wind', 'Feint']
213;;Shuckle;20;10;230;10;230;5;['Sturdy', 'Gluttony', 'Contrary'];0.5;1;2;1;1;1;1;0.5;1;1;1;1;2;1;1;1;2;1;Mold Pokemon;bug;rock;0.6;20.5;50;0;2;80;['Struggle Bug', 'Constrict', 'Rock Slide', 'Bide', 'Wrap', 'Stone Edge', 'Rock Throw', 'Bug Bite', 'Rollout']
214;;Heracross;80;125;75;40;95;85;['Swarm', 'Guts', 'Moxie'];1;2;1;1;0.5;1;0.5;1;0.5;4;2;0.5;1;1;1;0.5;1;2;Singlehorn Pokemon;bug;fighting;1.5;54;50;0;2;85;['Fury Attack', 'Night Slash', 'Megahorn', 'Aerial Ace', 'Counter', 'Arm Thrust', 'Bullet Seed', 'Pin Missile', 'Close Combat', 'Horn Attack', 'Tackle', 'Chip Away', 'Reversal', 'Take Down', 'Brick Break', 'Feint']
214;mega;Heracross;80;185;115;40;105;75;['Skill Link'];1;2;1;1;0.5;1;0.5;1;0.5;4;2;0.5;1;1;1;0.5;1;2;Singlehorn Pokemon;bug;fighting;1.7;62.5;50;0;6;40;['Fury Attack', 'Night Slash', 'Megahorn', 'Aerial Ace', 'Counter', 'Arm Thrust', 'Bullet Seed', 'Pin Missile', 'Close Combat', 'Horn Attack', 'Tackle', 'Chip Away', 'Reversal', 'Take Down', 'Brick Break', 'Feint']
215;;Sneasel;55;95;55;35;75;115;['Inner Focus', 'Keen Eye', 'Pickpocket'];1;2;1;1;1;0.5;4;1;1;1;0;2;2;0.5;1;0.5;2;2;Sharp Claw Pokemon;dark;ice;0.9;28;50;0;2;145;['Metal Claw', 'Feint Attack', 'Icy Wind', 'Fury Swipes', 'Punishment', 'Slash', 'Ice Shard', 'Quick Attack', 'Beat Up', 'Scratch']
216;;Teddiursa;60;80;50;50;50;40;['Pickup', 'Quick Feet', 'Honey Gather'];1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1;Little Bear Pokemon;normal;;0.6;8.8;50;0;2;195;['Covet', 'Feint Attack', 'Snore', 'Fury Swipes', 'Thrash', 'Slash', 'Lick', 'Scratch', 'Fling']
217;;Ursaring;90;130;75;75;75;55;['Guts', 'Quick Feet', 'Unnerve'];1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1;Hibernator Pokemon;normal;;1.8;125.8;50;0;2;85;['Covet', 'Feint Attack', 'Snore', 'Fury Swipes', 'Thrash', 'Hammer Arm', 'Slash', 'Lick', 'Scratch', 'Fling']
218;;Slugma;40;40;40;70;40;20;['Magma Armor', 'Flame Body', 'Weak Armor'];1;0.5;2;1;0.5;0.5;1;1;2;1;1;0.5;2;1;1;1;0.5;0.5;Lava Pokemon;fire;;0.7;35;50;0;2;245;['Clear Smog', 'Flame Burst', 'Ancient Power', 'Incinerate', 'Rock Slide', 'Body Slam', 'Lava Plume', 'Earth Power', 'Smog', 'Ember', 'Rock Throw', 'Flamethrower']
219;;Magcargo;60;50;120;90;80;30;['Magma Armor', 'Flame Body', 'Weak Armor'];0.5;0.25;4;1;1;0.5;2;0.5;4;0.5;1;0.5;2;1;1;1;1;0.5;Lava Pokemon;fire;rock;0.8;55;50;0;2;145;['Clear Smog', 'Flame Burst', 'Ancient Power', 'Incinerate', 'Rock Slide', 'Body Slam', 'Earth Power', 'Lava Plume', 'Smog', 'Ember', 'Rock Throw', 'Flamethrower']
220;;Swinub;50;50;40;30;30;50;['Oblivious', 'Snow Cloak', 'Thick Fat'];1;2;2;0;2;1;2;0.5;1;1;1;1;1;1;1;1;2;1;Pig Pokemon;ice;ground;0.4;6.5;50;0;2;245;['Icy Wind', 'Blizzard', 'Earthquake', 'Mud-Slap', 'Tackle', 'Powder Snow', 'Ice Shard', 'Take Down', 'Flail', 'Mud Bomb']
221;;Piloswine;100;100;80;60;60;50;['Oblivious', 'Snow Cloak', 'Thick Fat'];1;2;2;0;2;1;2;0.5;1;1;1;1;1;1;1;1;2;1;Swine Pokemon;ice;ground;1.1;55.8;50;0;2;140;['Fury Attack', 'Icy Wind', 'Ice Fang', 'Ancient Power', 'Thrash', 'Blizzard', 'Earthquake', 'Mud-Slap', 'Tackle', 'Powder Snow', 'Ice Shard', 'Peck', 'Take Down', 'Flail', 'Mud Bomb']
222;;Corsola;65;55;95;65;95;35;['Hustle', 'Natural Cure', 'Regenerator'];0.5;0.25;1;2;4;0.5;2;0.5;2;0.5;1;1;1;1;1;1;1;1;Coral Pokemon;water;rock;0.6;5;24.6;0;2;160;['Bubble', 'Power Gem', 'Ancient Power', 'Brine', 'Earth Power', 'Tackle', 'Mirror Coat', 'Spike Cannon', 'Bubble Beam', 'Rock Blast', 'Flail']
222;galar;Corsola;60;55;100;65;100;30;['Weak Armor', 'Cursed Body'];0;1;1;1;1;1;0;0.5;1;1;1;0.5;1;2;1;2;1;1;Coral Pokemon;ghost;;0.6;0.5;24.6;0;8;160;['Astonish', 'Power Gem', 'Ancient Power', 'Hex', 'Tackle', 'Night Shade', 'Mirror Coat']
223;;Remoraid;35;65;35;65;35;65;['Hustle', 'Sniper', 'Moody'];1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1;Jet Pokemon;water;;0.6;12;50;0;2;225;['Hydro Pump', 'Signal Beam', 'Ice Beam', 'Aurora Beam', 'Bullet Seed', 'Water Pulse', 'Psybeam', 'Water Gun', 'Bubble Beam', 'Hyper Beam']
224;;Octillery;75;105;75;105;75;45;['Suction Cups', 'Sniper', 'Moody'];1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1;Jet Pokemon;water;;0.9;28.5;50;0;2;115;['Hydro Pump', 'Signal Beam', 'Ice Beam', 'Gunk Shot', 'Wring Out', 'Constrict', 'Aurora Beam', 'Bullet Seed', 'Water Pulse', 'Psybeam', 'Water Gun', 'Bubble Beam', 'Rock Blast', 'Octazooka', 'Hyper Beam']
225;;Delibird;45;55;45;65;45;75;['Vital Spirit', 'Hustle', 'Insomnia'];1;2;1;2;0.5;1;1;1;0;1;1;0.5;4;1;1;1;2;1;Delivery Pokemon;ice;flying;0.9;16;50;0;2;195;['Drill Peck', 'Present']
226;;Mantine;85;40;70;80;140;70;['Swift Swim', 'Water Absorb', 'Water Veil'];1;0.5;0.5;4;1;1;0.5;1;0;1;1;0.5;2;1;1;1;0.5;1;Kite Pokemon;water;flying;2.1;220;50;0;2;105;['Hydro Pump', 'Wing Attack', 'Signal Beam', 'Bubble', 'Bounce', 'Bullet Seed', 'Tackle', 'Water Pulse', 'Headbutt', 'Psybeam', 'Take Down', 'Bubble Beam', 'Air Slash']
227;;Skarmory;65;80;140;40;70;70;['Keen Eye', 'Sturdy', 'Weak Armor'];0.5;2;1;2;0.25;1;1;0;0;0.5;0.5;0.25;1;1;0.5;1;0.5;0.5;Armor Bird Pokemon;steel;flying;1.7;50.5;50;0;2;125;['Metal Claw', 'Fury Attack', 'Night Slash', 'Steel Wing', 'Slash', 'Peck', 'Swift', 'Air Cutter', 'Air Slash', 'Feint']
228;;Houndour;45;60;30;80;50;65;['Early Bird', 'Flash Fire', 'Unnerve'];1;0.5;2;1;0.5;0.5;2;1;2;1;0;1;2;0.5;1;0.5;0.5;1;Dark Pokemon;dark;fire;0.6;10.8;50;0;2;195;['Feint Attack', 'Inferno', 'Crunch', 'Bite', 'Foul Play', 'Smog', 'Ember', 'Fire Fang', 'Beat Up', 'Flamethrower']
229;;Houndoom;75;90;50;110;80;95;['Early Bird', 'Flash Fire', 'Unnerve'];1;0.5;2;1;0.5;0.5;2;1;2;1;0;1;2;0.5;1;0.5;0.5;1;Dark Pokemon;dark;fire;1.4;35;50;0;2;80;['Feint Attack', 'Inferno', 'Crunch', 'Bite', 'Foul Play', 'Smog', 'Thunder Fang', 'Ember', 'Fire Fang', 'Beat Up', 'Flamethrower']
229;mega;Houndoom;75;90;90;140;90;115;['Solar Power'];1;0.5;2;1;0.5;0.5;2;1;2;1;0;1;2;0.5;1;0.5;0.5;1;Dark Pokemon;dark;fire;1.9;49.5;50;0;6;40;['Feint Attack', 'Inferno', 'Crunch', 'Bite', 'Foul Play', 'Smog', 'Thunder Fang', 'Ember', 'Fire Fang', 'Beat Up', 'Flamethrower']
230;;Kingdra;75;95;95;95;95;85;['Swift Swim', 'Sniper', 'Damp'];1;0.25;0.25;1;1;1;1;1;1;1;1;1;1;1;2;1;0.5;2;Dragon Pokemon;water;dragon;1.8;152;50;0;2;50;['Hydro Pump', 'Dragon Pulse', 'Twister', 'Bubble', 'Brine', 'Water Gun', 'Bubble Beam']
231;;Phanpy;90;60;60;40;40;40;['Pickup', 'Sand Veil'];1;1;2;0;2;2;1;0.5;1;1;1;1;0.5;1;1;1;1;1;Long Nose Pokemon;ground;;0.5;33.5;50;0;2;195;['Double-Edge', 'Slam', 'Last Resort', 'Tackle', 'Natural Gift', 'Take Down', 'Flail', 'Rollout']
232;;Donphan;90;120;120;60;60;50;['Sturdy', 'Sand Veil'];1;1;2;0;2;2;1;0.5;1;1;1;1;0.5;1;1;1;1;1;Armor Pokemon;ground;;1.1;120;50;0;2;85;['Rapid Spin', 'Earthquake', 'Fury Attack', 'Magnitude', 'Thunder Fang', 'Fire Fang', 'Bulldoze', 'Slam', 'Last Resort', 'Horn Attack', 'Tackle', 'Flail', 'Double-edge', 'Rollout', 'Giga Impact', 'Knock Off', 'Assurance', 'Natural Gift', 'Take Down']
233;;Porygon2;85;80;90;105;95;60;['Trace', 'Download', 'Analytic'];1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1;Virtual Pokemon;normal;;0.6;32.5;;0;2;70;['Signal Beam', 'Tri Attack', 'Zap Cannon', 'Discharge', 'Tackle', 'Psybeam', 'Hyper Beam']
234;;Stantler;73;95;62;85;65;85;['Intimidate', 'Frisk', 'Sap Sipper'];1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1;Big Horn Pokemon;normal;;1.4;71.2;50;0;2;130;['Astonish', 'Jump Kick', 'Tackle', 'Zen Headbutt', 'Stomp', 'Take Down']
235;;Smeargle;55;20;35;20;45;75;['Own Tempo', 'Technician', 'Moody'];1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1;Painter Pokemon;normal;;1.2;58;50;0;2;245;['Sketch']
236;;Tyrogue;35;35;35;35;35;35;['Guts', 'Steadfast', 'Vital Spirit'];1;1;1;1;1;1;1;1;1;2;2;0.5;0.5;1;1;0.5;1;2;Scuffle Pokemon;fighting;;0.7;21;100;0;2;250;['Fake Out', 'Tackle']
237;;Hitmontop;50;95;95;35;110;70;['Intimidate', 'Technician', 'Steadfast'];1;1;1;1;1;1;1;1;1;2;2;0.5;0.5;1;1;0.5;1;2;Handstand Pokemon;fighting;;1.4;48;100;0;2;135;['Rapid Spin', 'Gyro Ball', 'Pursuit', 'Counter', 'Endeavor', 'Triple Kick', 'Rolling Kick', 'Close Combat', 'Tackle', 'Uproar', 'Revenge', 'Quick Attack', 'Fake Out', 'Feint']
238;;Smoochum;45;30;15;85;65;65;['Oblivious', 'Forewarn', 'Hydration'];1;2;1;1;1;0.5;1;1;1;1;0.5;2;2;2;1;2;2;1;Kiss Pokemon;ice;psychic;0.4;6;0;0;2;215;['Avalanche', 'Blizzard', 'Heart Stamp', 'Lick', 'Powder Snow', 'Psychic', 'Confusion', 'Pound']
239;;Elekid;45;63;37;65;55;95;['Static', 'Vital Spirit'];1;1;1;0.5;1;1;1;1;2;0.5;1;1;1;1;1;1;0.5;1;Electric Pokemon;electric;;0.6;23.5;75.4;0;2;180;['Thunder', 'Quick Attack', 'Thunder Shock', 'Electro Ball', 'Discharge', 'Swift', 'Thunderbolt', 'Low Kick', 'Thunder Punch', 'Shock Wave']
240;;Magby;45;75;37;70;55;83;['Flame Body', 'Vital Spirit'];1;0.5;2;1;0.5;0.5;1;1;2;1;1;0.5;2;1;1;1;0.5;0.5;Live Coal Pokemon;fire;;0.7;21.4;75.4;0;2;180;['Fire Punch', 'Feint Attack', 'Clear Smog', 'Fire Spin', 'Flame Burst', 'Lava Plume', 'Smog', 'Ember', 'Fire Blast', 'Flamethrower']
