name;type;category;power;priority;contact;sound_type;punch_type;effects;sec_effects;;
Heat Crash;fire;physical;60;0;1;0;0;[];[];The user slams its target with its flame-covered body. The more the user outweighs the target, the greater the move's power.;[DEPTH]Increases damage based on the weight of the user and opponent (1 power)
Heat Wave;fire;special;95;0;0;0;0;[];[];The user attacks by exhaling hot breath on opposing Pokémon. This may also leave those Pokémon with a burn.;May induce burn.
Heavy Slam;steel;physical;80;0;1;0;0;[];[];The user slams into the target with its heavy body. The more the user outweighs the target, the greater the move's power.;[DEPTH]Increases damage based on the weight of the user and opponent (1 power)
Hex;ghost;special;65;0;0;0;0;[];[];This relentless attack does massive damage to a target affected by status conditions.;Doubles damage when targed is afflicted with a status condition
Hidden Power;normal;special;60;0;0;0;0;[];[];This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.;Type depends upon user's IVs.
High Horsepower;ground;physical;95;0;1;0;0;[];[];The user fiercely attacks the target using its entire body.;No effect.
High Jump Kick;fighting;physical;130;0;1;0;0;[];[];The target is attacked with a knee kick from a jump. If it misses, the user is hurt instead.;If Attack misses, user takes 1/2 max HP of damage.
Hold Back;normal;physical;40;0;1;0;0;[];[];The user holds back when it attacks, and the target is left with at least 1 HP.;Leaves the foe with at least 1 HP.
Horn Attack;normal;physical;65;0;1;0;0;[];[];The target is jabbed with a sharply pointed horn to inflict damage.;No effect.
Horn Drill;normal;physical;90;0;1;0;0;[];[];The user stabs the target with a horn that rotates like a drill. The target faints instantly if this attack hits.;May cause one-hit KO. (1 power)
Horn Leech;grass;physical;75;0;1;0;0;[];[];The user drains the target's energy with its horns. The user's HP is restored by half the damage taken by the target.;User recovers half the damage inflicted.
Hurricane;flying;special;110;0;0;0;0;[];[];The user attacks by wrapping its opponent in a fierce wind that flies up into the sky. This may also confuse the target.;[DEPTH]May induce CONFUSION. Damages Pokémon using Fly, Bounce or Sky Drop
Hydro Pump;water;special;110;0;0;0;0;[];[];The target is blasted by a huge volume of water launched under great pressure.;No effect.
Hyper Beam;normal;special;75;0;0;0;0;[];[];The target is attacked with a powerful beam. The user can't move on the next turn.;User cannot Attack on the next turn. (150 power)
Hyper Fang;normal;physical;80;0;1;0;0;[];[];The user bites hard on the target with its sharp front fangs. This may also make the target flinch.;May cause opponent to flinch.
Hyper Voice;normal;special;90;0;0;1;0;[];[];The user lets loose a horribly echoing shout with the power to inflict damage.;No effect.
Hyperspace Hole;psychic;special;80;0;0;0;0;[];[];Using a hyperspace hole, the user appears right next to the target and strikes. This also hits a target using a move such as Protect or Detect.;Hits through Protect
Ice Ball;ice;physical;40;0;1;0;0;[];[];This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.;"Uses the same move for 5 turns; move's power raises if it hits. (30 power)"
Ice Beam;ice;special;90;0;0;0;0;[];[];The target is struck with an icy-cold beam of energy. This may also leave the target frozen.;May induce freeze.
Ice Burn;ice;special;140;0;0;0;0;[];[];On the second turn, an ultracold, freezing wind surrounds the target. This may leave the target with a burn.;May induce burn.
Ice Fang;ice;physical;65;0;1;0;0;[];[];The user bites with cold-infused fangs. This may also make the target flinch or leave it frozen.;May FREEZE opponent or cause opponent to flinch.
Ice Hammer;ice;physical;100;0;1;0;0;[];[];The user swings and hits with its strong, heavy fist. It lowers the user's Speed, however.;Lowers user's Speed one stage.
Ice Punch;ice;physical;75;0;1;0;1;[];[];The target is punched with an icy fist. This may also leave the target frozen.;May induce freeze.
Ice Shard;ice;physical;40;1;0;0;0;[];[];The user flash-freezes chunks of ice and hurls them at the target. This move always goes first.;Has increased Speed Priority
Icicle Crash;ice;physical;85;0;0;0;0;[];[];The user attacks by harshly dropping large icicles onto the target. This may also make the target flinch.;May cause opponent to flinch.
Icicle Spear;ice;physical;100;0;0;0;0;[];[];The user launches sharp icicles at the target two to five times in a row.;Attacks 2-5 times in a row. 37.5% chance of 2 hits. 37.5% chance of 3 hits. 12.5% chance of 4 hits. 12.5% chance of 5 hits (25 power)
Icy Wind;ice;special;55;0;0;0;0;[];[];The user attacks with a gust of chilled air. This also lowers opposing Pokémon's Speed stats.;May lower opponent's Speed one stage.
Incinerate;fire;special;60;0;0;0;0;[];[];The user attacks opposing Pokémon with fire. If a Pokémon is holding a certain item, such as a Berry, the item becomes burned up and unusable.;Removes opponent's hold berry.
Inferno;fire;special;100;0;0;0;0;[];[];The user attacks by engulfing the target in an intense fire. This leaves the target with a burn.;May induce burn.
Infestation;bug;special;20;0;1;0;0;[];[];The target is infested and attacked for four to five turns. The target can't flee during this time.;Traps opponent.
Iron Head;steel;physical;80;0;1;0;0;[];[];The user slams the target with its steel-hard head. This may also make the target flinch.;May cause opponent to flinch.
Iron Tail;steel;physical;100;0;1;0;0;[];[];The target is slammed with a steel-hard tail. This may also lower the target's Defense stat.;May lower opponent's Defense one stage.
Jaw Lock;dark;physical;80;0;1;0;0;[];[];This move prevents the user and the target from switching out until either of them faints. The effect goes away if either of the Pokémon leaves the field.;Prevents both the user and the target from escaping
Judgment;normal;special;100;0;0;0;0;[];[];The user releases countless shots of light at the target. This move's type varies depending on the kind of Plate the user is holding.;Changes the type of the move based upon the item being held
Jump Kick;fighting;physical;100;0;1;0;0;[];[];This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.;If Attack misses, user takes 1/2 max HP of damage.
Karate Chop;fighting;physical;50;0;1;0;0;[];[];This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.;Has an increased Critical Hit ratio
Knock Off;dark;physical;65;0;1;0;0;[];[];The user slaps down the target's held item, and that item can't be used in that battle. The move does more damage if the target has a held item.;[DEPTH]Knocks down opponent's held item to prevent its use. Increases power by 50% if so.
Lands Wrath;ground;physical;90;0;0;0;0;[];[];The user gathers the energy of the land and focuses that power on opposing Pokémon to damage them.;No effect.
Last Resort;normal;physical;140;0;1;0;0;[];[];This move can be used only after the user has used all the other moves it knows in the battle.;No effect.
Lava Plume;fire;special;80;0;0;0;0;[];[];The user torches everything around it in an inferno of scarlet flames. This may also leave those it hits with a burn.;May induce burn.
Leaf Blade;grass;physical;90;0;1;0;0;[];[];The user handles a sharp leaf like a sword and attacks by cutting its target. Critical hits land more easily.;Has an increased Critical Hit ratio
Leaf Storm;grass;special;130;0;0;0;0;[];[];The user whips up a storm of leaves around the target. The attack's recoil harshly lowers the user's Sp. Atk stat.;Lowers user's Special Attack two stages.
Leaf Tornado;grass;special;65;0;0;0;0;[];[];The user attacks its target by encircling it in sharp leaves. This attack may also lower the target's accuracy.;May lower opponent's Accuracy one stage.
Leafage;grass;physical;40;0;0;0;0;[];[];The user attacks by pelting the target with leaves.;No effect.
Leech Life;bug;physical;80;0;1;0;0;[];[];The user drains the target's blood. The user's HP is restored by half the damage taken by the target.;User recovers half the damage inflicted.
Lick;ghost;physical;30;0;1;0;0;[];[];The target is licked with a long tongue, causing damage. This may also leave the target with paralysis.;May induce paralysis.
Liquidation;water;physical;85;0;1;0;0;[];[];The user slams into the target using a full-force blast of water. This may also lower the target's Defense stat.;May lower opponent's Defense one stage.
Low Kick;fighting;physical;70;0;1;0;0;[];[];A powerful low kick that makes the target fall over. The heavier the target, the greater the move's power.;[DEPTH]Damage inflicted raises the heavier the opponent is. (1 power)
Low Sweep;fighting;physical;65;0;1;0;0;[];[];The user makes a swift attack on the target's legs, which lowers the target's Speed stat.;Lowers opponent's Speed one stage.
Lunge;bug;physical;80;0;1;0;0;[];[];The user makes a lunge at the target, attacking with full force. This also lowers the target's Attack stat.;Lowers opponent's Attack one stage.
Luster Purge;psychic;special;70;0;0;0;0;[];[];The user lets loose a damaging burst of light. This may also lower the target's Sp. Def stat.;May lower opponent's Special Defense one stage.
Mach Punch;fighting;physical;40;1;1;0;1;[];[];The user throws a punch at blinding speed. This move always goes first.;Has increased Speed Priority
Magical Leaf;grass;special;60;0;0;0;0;[];[];The user scatters curious leaves that chase the target. This attack never misses.;Cannot miss.
Magma Storm;fire;special;100;0;0;0;0;[];[];The target becomes trapped within a maelstrom of fire that rages for four to five turns.;Traps opponent.
Magnet Bomb;steel;physical;60;0;0;0;0;[];[];This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.;Cannot miss.
Magnitude;ground;physical;70;0;0;0;0;[];[];This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.;10/30/50/70/90/110/150. (1 power)
Mega Drain;grass;special;40;0;0;0;0;[];[];A nutrient-draining attack. The user's HP is restored by half the damage taken by the target.;User recovers half the damage inflicted.
Mega Kick;normal;physical;120;0;1;0;0;[];[];The target is attacked by a kick launched with muscle-packed power.;No effect.
Mega Punch;normal;physical;80;0;1;0;1;[];[];The target is slugged by a punch thrown with muscle-packed power.;No effect.
Megahorn;bug;physical;120;0;1;0;0;[];[];Using its tough and impressive horn, the user rams into the target with no letup.;No effect.
Metal Burst;steel;physical;75;0;0;0;0;[];[];The user retaliates with much greater force against the opponent that last inflicted damage on it.;Damages the last Pokémon to hit the user with 150% of the damage inflicted on the user (1 power)
Metal Claw;steel;physical;50;0;1;0;0;[];[];The target is raked with steel claws. This may also raise the user's Attack stat.;May raise user's Attack one stage.
Meteor Assault;fighting;physical;75;0;0;0;0;[];[];The user attacks wildly with its thick leek. The user can't move on the next turn, because the force of this move makes it stagger.;User cannot Attack on the next turn. (150 power)
Meteor Mash;steel;physical;90;0;1;0;1;[];[];The target is hit with a hard punch fired like a meteor. This may also raise the user's Attack stat.;May raise user's Attack one stage.
Mind Blown;fire;special;150;0;0;0;0;[];[];The user attacks everything around it by causing its own head to explode. This also damages the user.;User loses half their Maximum Hit Points. This effect is ignored by Magic Guard.
Mirror Coat;psychic;special;60;-5;0;0;0;[];[];A retaliation move that counters any special attack, inflicting double the damage taken.;Counters the foe's special Attack at double the power. (1 power)
Mirror Shot;steel;special;65;0;0;0;0;[];[];This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.;May lower opponent's Accuracy one stage.
Mist Ball;psychic;special;70;0;0;0;0;[];[];A mist-like flurry of down envelops and damages the target. This may also lower the target's Sp. Atk stat.;May lower opponent's Special Attack one stage.
Moonblast;fairy;special;95;0;0;0;0;[];[];Borrowing the power of the moon, the user attacks the target. This may also lower the target's Sp. Atk stat.;May lower opponent's Special Attack one stage.
Moongeist Beam;ghost;special;100;0;0;0;0;[];[];The user emits a sinister ray to attack the target. This move can be used on the target regardless of its Abilities.;Ignores abilities
Mud Bomb;ground;special;65;0;0;0;0;[];[];This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.;May lower opponent's Accuracy one stage.
Mud Shot;ground;special;55;0;0;0;0;[];[];The user attacks by hurling a blob of mud at the target. This also lowers the target's Speed stat.;May lower opponent's Speed one stage.
Muddy Water;water;special;90;0;0;0;0;[];[];The user attacks by shooting muddy water at opposing Pokémon. This may also lower their accuracy.;May lower opponent's Accuracy one stage.
Mud-Slap;ground;special;20;0;0;0;0;[];[];The user hurls mud in the target's face to inflict damage and lower its accuracy.;May lower opponent's Accuracy one stage.
Multi-Attack;normal;physical;120;0;1;0;0;[];[];Cloaking itself in high energy, the user slams into the target. The memory held determines the move's type.;Changes the type of the move based upon the item being held
Mystical Fire;fire;special;75;0;0;0;0;[];[];The user attacks by breathing a special, hot fire. This also lowers the target's Sp. Atk stat.;May lower opponent's Special Attack one stage.
Natural Gift;normal;physical;60;0;0;0;0;[];[];This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.;[DEPTH]Changes type and power based on hold item (1 power)
Natures Madness;fairy;special;120;0;0;0;0;[];[];The user hits the target with the force of nature. It halves the target's HP.;Cuts the opponent's Hit Points by 50% of the current value (1 power)
Needle Arm;grass;physical;60;0;1;0;0;[];[];This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.;May cause opponent to flinch.
Night Daze;dark;special;85;0;0;0;0;[];[];The user lets loose a pitch-black shock wave at its target. This may also lower the target's accuracy.;May lower opponent's Accuracy one stage.
Night Shade;ghost;special;100;0;0;0;0;[];[];The user makes the target see a frightening mirage. It inflicts damage equal to the user's level.;Inflicts damage equal to the user's level. (1 power)
Night Slash;dark;physical;70;0;1;0;0;[];[];The user slashes the target the instant an opportunity arises. Critical hits land more easily.;Has an increased Critical Hit ratio
Nuzzle;electric;physical;20;0;1;0;0;[];[];The user attacks by nuzzling its electrified cheeks against the target. This also leaves the target with paralysis.;Inflicts Paralysis
Oblivion Wing;flying;special;80;0;0;0;0;[];[];The user absorbs its target's HP. The user's HP is restored by over half of the damage taken by the target.;User recovers 75% the damage inflicted.
Octazooka;water;special;65;0;0;0;0;[];[];The user attacks by spraying ink in the target's face or eyes. This may also lower the target's accuracy.;May lower opponent's Accuracy one stage.
Ominous Wind;ghost;special;60;0;0;0;0;[];[];This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.;May raise all user's stats one stage.
Origin Pulse;water;special;110;0;0;0;0;[];[];The user attacks opposing Pokémon with countless beams of light that glow a deep and brilliant blue.;No effect.
Outrage;dragon;physical;120;0;1;0;0;[];[];The user rampages and attacks for two to three turns. The user then becomes confused.;User uses the same Attack for 2-3 turns then becomes confused.
Overdrive;electric;special;80;0;0;1;0;[];[];The user attacks opposing Pokémon by twanging a guitar or bass guitar, causing a huge echo and strong vibration.;No effect.
Overheat;fire;special;130;0;0;0;0;[];[];The user attacks the target at full power. The attack's recoil harshly lowers the user's Sp. Atk stat.;Lowers user's Special Attack two stages.
Parabolic Charge;electric;special;65;0;0;0;0;[];[];The user attacks everything around it. The user's HP is restored by half the damage taken by those hit.;User recovers half the damage inflicted.
Pay Day;normal;physical;40;0;0;0;0;[];[];Numerous coins are hurled at the target to inflict damage. Money is earned after the battle.;User gains money after battle in the main game.
Payback;dark;physical;50;0;1;0;0;[];[];The user stores power, then attacks. If the user moves after the target, this attack's power will be doubled.;Doubles damage if user moves after target
Peck;flying;physical;35;0;1;0;0;[];[];The target is jabbed with a sharply pointed beak or horn.;No effect.
Petal Blizzard;grass;physical;90;0;0;0;0;[];[];The user stirs up a violent petal blizzard and attacks everything around it.;No effect.
Petal Dance;grass;special;120;0;1;0;0;[];[];The user attacks the target by scattering petals for two to three turns. The user then becomes confused.;User uses the same Attack for 2-3 turns then becomes confused.
Phantom Force;ghost;physical;90;0;1;0;0;[];[];The user vanishes somewhere, then strikes the target on the next turn. This move hits even if the target protects itself.;The user is protected the first turn, Attacks the second turn. Hits through Protect
Photon Geyser;psychic;special;100;0;0;0;0;[];[];The user attacks a target with a pillar of light. This move inflicts Attack or Sp. Atk damage—whichever stat is higher for the user.;Damage inflicted depends on user's Attack or Special Attack. Highest stat used to determine if move is Physical or Special. Ignores abilities
Pin Missile;bug;physical;100;0;0;0;0;[];[];Sharp spikes are shot at the target in rapid succession. They hit two to five times in a row.;Attacks 2-5 times in a row. 37.5% chance of 2 hits. 37.5% chance of 3 hits. 12.5% chance of 4 hits. 12.5% chance of 5 hits (25 power)
Plasma Fists;electric;physical;100;0;1;0;0;[];[];The user attacks with electrically charged fists. This move changes Normal-type moves to Electric-type moves.;Changes target's Normal-type move to Electric-type.
Play Rough;fairy;physical;90;0;1;0;0;[];[];The user plays rough with the target and attacks it. This may also lower the target's Attack stat.;May lower opponent's Attack one stage.
Pluck;flying;physical;60;0;1;0;0;[];[];The user pecks the target. If the target is holding a Berry, the user eats it and gains its effect.;Removes target's Berry and uses its effect
Poison Fang;poison;physical;50;0;1;0;0;[];[];The user bites the target with toxic fangs. This may also leave the target badly poisoned.;May induce severe poison.
Poison Jab;poison;physical;80;0;1;0;0;[];[];The target is stabbed with a tentacle, arm, or the like steeped in poison. This may also poison the target.;May induce poison.
Poison Sting;poison;physical;15;0;0;0;0;[];[];The user stabs the target with a poisonous stinger. This may also poison the target.;May induce poison.
Poison Tail;poison;physical;50;0;1;0;0;[];[];The user hits the target with its tail. This may also poison the target. Critical hits land more easily.;Has high critical hit ratio. May induce poison.
Pollen Puff;bug;special;90;0;0;0;0;[];[];The user attacks the enemy with a pollen puff that explodes. If the target is an ally, it gives the ally a pollen puff that restores its HP instead.;Heals if used on an ally.
Pound;normal;physical;40;0;1;0;0;[];[];The target is physically pounded with a long tail, a foreleg, or the like.;No effect.
Powder Snow;ice;special;40;0;0;0;0;[];[];The user attacks with a chilling gust of powdery snow. This may also freeze opposing Pokémon.;May induce freeze.
Power Gem;rock;special;80;0;0;0;0;[];[];The user attacks with a ray of light that sparkles as if it were made of gemstones.;No effect.
Power Trip;dark;physical;50;0;1;0;0;[];[];The user boasts its strength and attacks the target. The more the user's stats are raised, the greater the move's power.;Increases damage by 100% for each stage a stat has been increased by the user (20 power)
Power Whip;grass;physical;120;0;1;0;0;[];[];The user violently whirls its vines, tentacles, or the like to harshly lash the target.;No effect.
Power-Up Punch;fighting;physical;40;0;1;0;1;[];[];Striking opponents over and over makes the user's fists harder. Hitting a target raises the Attack stat.;Raises user's Attack by one stage
Precipice Blades;ground;physical;120;0;0;0;0;[];[];The user attacks opposing Pokémon by manifesting the power of the land in fearsome blades of stone.;No effect.
Present;normal;physical;80;0;0;0;0;[];[];The user attacks by giving the target a gift with a hidden trap. It restores HP sometimes, however.;May hit or heal the user or the opponent. (1 power)
Prismatic Laser;psychic;special;160;0;0;0;0;[];[];The user shoots powerful lasers using the power of a prism. The user can't move on the next turn.;User cannot Attack on the next turn.
Psybeam;psychic;special;65;0;0;0;0;[];[];The target is attacked with a peculiar ray. This may also leave the target confused.;May induce Confusion
Psychic;psychic;special;90;0;0;0;0;[];[];The target is hit by a strong telekinetic force. This may also lower the target's Sp. Def stat.;May lower opponent's Special Defense one stage.
Psychic Fangs;psychic;physical;85;0;1;0;0;[];[];The user bites the target with its psychic capabilities. This can also destroy Light Screen and Reflect.;[DEPTH]Destroys protective barriers.
Psycho Boost;psychic;special;140;0;0;0;0;[];[];The user attacks the target at full power. The attack's recoil harshly lowers the user's Sp. Atk stat.;Lowers user's Special Attack two stages.
Psycho Cut;psychic;physical;70;0;0;0;0;[];[];The user tears at the target with blades formed by psychic power. Critical hits land more easily.;Has an increased Critical Hit ratio
Psyshock;psychic;special;80;0;0;0;0;[];[];The user materializes an odd psychic wave to attack the target. This attack does physical damage.;Inflicts physical damage
Psystrike;psychic;special;100;0;0;0;0;[];[];The user materializes an odd psychic wave to attack the target. This attack does physical damage.;Inflicts physical damage
Psywave;psychic;special;70;0;0;0;0;[];[];This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.;Inflicts damage equal to 0.5 to 1.5 x  user's level. (1 power)
Punishment;dark;physical;50;0;1;0;0;[];[];This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.;[DEPTH]Increases damage inflicted based on the opponent's stat boosts (1 power)
Pursuit;dark;physical;40;0;1;0;0;[];[];This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.;Inflicts double damage if the opponent is switching out.
Pyro Ball;fire;physical;120;0;0;0;0;[];[];The user attacks by igniting a small stone and launching it as a fiery ball at the target. This may also leave the target with a burn.;May induce burn.
Quick Attack;normal;physical;40;1;1;0;0;[];[];The user lunges at the target at a speed that makes it almost invisible. This move always goes first.;Has increased Speed Priority
Rage;normal;physical;40;0;1;0;0;[];[];This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.;User's Attack raises one stage if hit. (20 power)
Rapid Spin;normal;physical;50;0;1;0;0;[];[];A spin attack that can also eliminate such moves as Bind, Wrap, and Leech Seed. This also raises the user's Speed stat.;User removes trapping moves. Increased Speed by 1 stage.
Razor Leaf;grass;physical;55;0;0;0;0;[];[];Sharp-edged leaves are launched to slash at opposing Pokémon. Critical hits land more easily.;Has an increased Critical Hit ratio
Razor Shell;water;physical;75;0;1;0;0;[];[];The user cuts its target with sharp shells. This may also lower the target's Defense stat.;May lower opponent's Defense one stage.
Razor Wind;normal;special;80;0;0;0;0;[];[];This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.;Has an increased Critical Hit ratio
Retaliate;normal;physical;70;0;1;0;0;[];[];The user gets revenge for a fainted ally. If an ally fainted in the previous turn, this move's power is increased.;If a team-mate has been knocked out in the turn before this Pokémon moves, the power is increased by 100%.
Return;normal;physical;50;0;1;0;0;[];[];This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.;[DEPTH]The happier the user, the stronger the Attack. (1 power)
Revelation Dance;normal;special;90;0;0;0;0;[];[];The user attacks the target by dancing very hard. The user's type determines the type of this move.;Type varies based on form
Revenge;fighting;physical;60;-4;1;0;0;[];[];This attack move's power is doubled if the user has been hurt by the opponent in the same turn.;Power doubles if user was hit before using the Attack.
Reversal;fighting;physical;70;0;1;0;0;[];[];An all-out attack that becomes more powerful the less HP the user has.;Inflicts more damage when the user's HP is down. (1 power)
Roar of Time;dragon;special;150;0;0;0;0;[];[];The user blasts the target with power that distorts even time. The user can't move on the next turn.;User cannot Attack on the next turn.
Rock Blast;rock;physical;100;0;0;0;0;[];[];The user hurls hard rocks at the target. Two to five rocks are launched in a row.;Attacks 2-5 times in a row. 37.5% chance of 2 hits. 37.5% chance of 3 hits. 12.5% chance of 4 hits. 12.5% chance of 5 hits (25 power)
Rock Climb;normal;physical;90;0;1;0;0;[];[];This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.;May induce Confusion
Rock Slide;rock;physical;75;0;0;0;0;[];[];Large boulders are hurled at opposing Pokémon to inflict damage. This may also make the opposing Pokémon flinch.;May cause opponent to flinch.
Rock Smash;fighting;physical;40;0;1;0;0;[];[];The user attacks with a punch. This may also lower the target's Defense stat.;May lower opponent's Defense one stage.
Rock Throw;rock;physical;50;0;0;0;0;[];[];The user picks up and throws a small rock at the target to attack.;No effect.
Rock Tomb;rock;physical;60;0;0;0;0;[];[];Boulders are hurled at the target. This also lowers the target's Speed stat by preventing its movement.;May lower opponent's Speed one stage.
Rock Wrecker;rock;physical;150;0;0;0;0;[];[];The user launches a huge boulder at the target to attack. The user can't move on the next turn.;User cannot Attack on the next turn.
Rolling Kick;fighting;physical;60;0;1;0;0;[];[];This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.;May cause opponent to flinch.
Rollout;rock;physical;40;0;1;0;0;[];[];The user continually rolls into the target over five turns. It becomes more powerful each time it hits.;"Uses the same move for 5 turns; move's power raises if it hits. (30 power)"
Round;normal;special;60;0;0;1;0;[];[];The user attacks the target with a song. Others can join in the Round to increase the power of the attack.;[DEPTH]Increases power if other Pokémon used Round this turn
Sacred Fire;fire;physical;100;0;0;0;0;[];[];The target is razed with a mystical fire of great intensity. This may also leave the target with a burn.;May induce burn.
Sacred Sword;fighting;physical;90;0;1;0;0;[];[];The user attacks by slicing with a long horn. The target's stat changes don't affect this attack's damage.;Ignores stat changes
Sand Tomb;ground;physical;35;0;0;0;0;[];[];The user traps the target inside a harshly raging sandstorm for four to five turns.;Traps opponent.
Scald;water;special;80;0;0;0;0;[];[];The user shoots boiling hot water at its target. This may also leave the target with a burn.;May induce burn.
Scratch;normal;physical;40;0;1;0;0;[];[];Hard, pointed, sharp claws rake the target to inflict damage.;No effect.
Searing Shot;fire;special;100;0;0;0;0;[];[];The user torches everything around it in an inferno of scarlet flames. This may also leave those it hits with a burn.;May induce burn.
Secret Power;normal;physical;70;0;0;0;0;[];[];This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.;[DEPTH]Afflicts a status condition based on the field
Seed Bomb;grass;physical;80;0;0;0;0;[];[];The user slams a barrage of hard-shelled seeds down on the target from above.;No effect.
Seed Flare;grass;special;120;0;0;0;0;[];[];The user emits a shock wave from its body to attack its target. This may also harshly lower the target's Sp. Def stat.;Lowers opponent's Special Defense two stages.
Seismic Toss;fighting;physical;100;0;1;0;0;[];[];The target is thrown using the power of gravity. It inflicts damage equal to the user's level.;Inflicts damage equal to the user's level. (1 power)
Self-Destruct;normal;physical;200;0;0;0;0;[];[];The user attacks everything around it by causing an explosion. The user faints upon using this move.;User faints
Shadow Ball;ghost;special;80;0;0;0;0;[];[];The user hurls a shadowy blob at the target. This may also lower the target's Sp. Def stat.;May lower opponent's Special Defense one stage.
Shadow Bone;ghost;physical;85;0;0;0;0;[];[];The user attacks by beating the target with a bone that contains a spirit. This may also lower the target's Defense stat.;May lower opponent's Defense one stage.
Shadow Claw;ghost;physical;70;0;1;0;0;[];[];The user slashes with a sharp claw made from shadows. Critical hits land more easily.;Has an increased Critical Hit ratio
Shadow Force;ghost;physical;120;0;1;0;0;[];[];The user disappears, then strikes the target on the next turn. This move hits even if the target protects itself.;The user is protected the first turn, Attacks the second turn. Hits through Protect
Shadow Punch;ghost;physical;60;0;1;0;1;[];[];The user throws a punch from the shadows. This attack never misses.;Cannot miss.
Shadow Sneak;ghost;physical;40;1;1;0;0;[];[];The user extends its shadow and attacks the target from behind. This move always goes first.;Has increased Speed Priority
Sheer Cold;ice;special;70;0;0;0;0;[];[];The target faints instantly. It's less likely to hit the target if it's used by Pokémon other than Ice types.;[DEPTH]May cause one-hit KO. (1 power)
Shell Trap;fire;special;150;-3;0;0;0;[];[];The user sets a shell trap. If the user is hit by a physical move, the trap will explode and inflict damage on opposing Pokémon.;If user is hit by a physical Attack after using this move, damage is inflicted
Shock Wave;electric;special;60;0;0;0;0;[];[];The user strikes the target with a quick jolt of electricity. This attack never misses.;Cannot miss.
Signal Beam;bug;special;75;0;0;0;0;[];[];This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.;May induce Confusion
Silver Wind;bug;special;60;0;0;0;0;[];[];This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.;May raise all user's stats one stage.
Sketch;normal;other;0;0;0;0;0;[];[];It enables the user to permanently learn the move last used by the target. Once used, Sketch disappears.;Copies the opponent's last move forever.
Skull Bash;normal;physical;130;0;1;0;0;[];[];The user tucks in its head to raise its Defense stat on the first turn, then rams the target on the next turn.;Raises user's Defense one stage and Attacks next turn.
Sky Attack;flying;physical;140;0;0;0;0;[];[];A second-turn attack move where critical hits land more easily. This may also make the target flinch.;May cause opponent to flinch.
Sky Drop;flying;physical;60;0;1;0;0;[];[];This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.;[DEPTH]Rises to the sky and prevents the target Pokémon from using a move in the next turn.
Sky Uppercut;fighting;physical;85;0;1;0;1;[];[];This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.;Hits opponents using Fly
Slam;normal;physical;80;0;1;0;0;[];[];The target is slammed with a long tail, vines, or the like to inflict damage.;No effect.
Slash;normal;physical;70;0;1;0;0;[];[];The target is attacked with a slash of claws or blades. Critical hits land more easily.;Has an increased Critical Hit ratio
Sludge;poison;special;65;0;0;0;0;[];[];Unsanitary sludge is hurled at the target. This may also poison the target.;May induce poison.
Sludge Bomb;poison;special;90;0;0;0;0;[];[];Unsanitary sludge is hurled at the target. This may also poison the target.;May induce poison.
Sludge Wave;poison;special;95;0;0;0;0;[];[];The user strikes everything around it by swamping the area with a giant sludge wave. This may also poison those hit.;May induce poison.
Smack Down;rock;physical;50;0;0;0;0;[];[];The user throws a stone or similar projectile to attack the target. A flying Pokémon will fall to the ground when it's hit.;[DEPTH]Removes target's Ground-type resistance. Damages Pokémon using Fly & Bounce and cancels the move. Damages Pokémon using Sky Drop
Smelling Salts;normal;physical;70;0;1;0;0;[];[];This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.;Doubles damage when targed is afflicted with Paralysis. Heals opponent's Paralysis
Smog;poison;special;30;0;0;0;0;[];[];The target is attacked with a discharge of filthy gases. This may also poison the target.;May induce poison.
Snap Trap;grass;physical;35;0;1;0;0;[];[];The user snares the target in a snap trap for four to five turns.;Traps opponent.
